O/C,Status,Trade iD,Trade_Type,Trade_Date,Expected_Delivery,Up_Exp_Date,Delivery_Date,SELLER,FINAL_BUYER,WEIGHT,QUANTITY,BUY UNIT PRICE,SELL UNIT PRICE,BUY AMOUNT,SELL AMOUNT
open,Pending Delivery,f.2023.067,Trade,4/5/2023,11/1/2024,1/15/2025,Not Delivered,Idex Energies,Teksial,100.00%,300,7600,7900,2280000,2370000
open,Pending Delivery,f.2023.068,Broker,4/5/2023,3/31/2026,3/31/2026,Not Delivered,S2E (fee OTC Flow),Ynergie,100.00%,369.041418,0,200,0,73808.2836
open,Pending Delivery,f.2023.068,Broker,4/5/2023,3/31/2026,3/31/2026,Not Delivered,S2E (Demathieu Bard),Ynergie,100.00%,143.926153,7350,7350,1057857.225,1057857.225
open,Pending Delivery,f.2023.068,Broker,4/5/2023,3/31/2026,3/31/2026,Not Delivered,S2E (Demathieu Bard),Ynergie,100.00%,225.115265,7350,7350,1654597.198,1654597.198
open,Pending Delivery,f.2023.069,Broker,10/12/2023,6/30/2024,1/15/2025,Not Delivered,Maksyma,Enens,100.00%,1000,6750,6800,6750000,6800000
close,COMPLETED,f.2023.070,Trade,4/7/2023,4/30/2023,4/30/2023,4/24/2023,Enens,Economie d'Energie,50.00%,260,7250,7300,1885000,1898000
close,COMPLETED,f.2023.071,Trade,4/12/2023,5/31/2023,6/30/2023,10/17/2023,Ville de Rezé,Teksial,100.00%,2,6400,7400,12800,14800
close,Pending Payable,f.2023.071,Trade,4/12/2023,5/31/2023,6/30/2023,10/17/2023,Mairie de Tignes,Teksial,50.00%,0.142501,6200,7400,883.5062,1054.5074
close,COMPLETED,f.2023.071,Trade,5/9/2023,5/31/2023,6/30/2023,10/17/2023,SCOT des Vosges,Teksial,50.00%,0.93061,7270,7400,6765.5347,6886.514
close,Pending Receivable,f.2023.072,Trade,4/17/2023,4/17/2023,4/17/2023,4/17/2023,Lagelouze,OTC Flow,50.00%,0.7273,6990,0,5083.827,0
close,Pending Receivable,f.2023.073,Trade,3/17/2023,10/31/2023,10/31/2023,7/25/2023,Safe Eco (vente secondaire),Lagelouze (swap EDE),100.00%,33.512,6300,6990,211125.6,234248.88
close,Pending Receivable,f.2023.073,Trade,3/17/2023,10/31/2023,10/31/2023,7/25/2023,Safe Eco (vente secondaire),Lagelouze (swap EDE),100.00%,8.59404,6300,6990,54142.452,60072.3396
close,Pending Receivable,f.2023.073,Trade,3/17/2023,10/31/2023,10/31/2023,7/25/2023,Safe Eco (vente secondaire),Lagelouze (swap EDE),100.00%,0.5952,6300,6990,3749.76,4160.448
close,Pending Receivable,f.2023.073,Trade,3/17/2023,10/31/2023,10/31/2023,7/25/2023,Safe Eco (vente secondaire),Lagelouze (swap EDE),100.00%,0.2696,6300,6990,1698.48,1884.504
close,Pending Receivable,f.2023.073,Trade,4/18/2023,9/30/2023,9/30/2023,6/29/2023,S2EE,Lagelouze (swap EDE),100.00%,5.2452,5600,6990,29373.12,36663.948
close,Pending Receivable,f.2023.073,Trade,4/18/2023,9/30/2023,9/30/2023,6/29/2023,S2EE,Lagelouze (swap EDE),100.00%,7.5237,5600,6990,42132.72,52590.663
close,Pending Receivable,f.2023.073,Trade,4/18/2023,9/30/2023,9/30/2023,6/29/2023,S2EE,Lagelouze (swap EDE),100.00%,28.6905,5600,6990,160666.8,200546.595
close,Pending Receivable,f.2023.073,Trade,4/18/2023,9/30/2023,9/30/2023,8/15/2023,S2EE,Lagelouze (swap EDE),100.00%,3.2457,5600,6990,18175.92,22687.443
close,Pending Receivable,f.2023.073,Trade,4/18/2023,9/30/2023,9/30/2023,8/15/2023,S2EE,Lagelouze (swap EDE),100.00%,8.6769,5900,6990,51193.71,60651.531
close,Pending Receivable,f.2023.073,Trade,4/18/2023,9/30/2023,9/30/2023,9/11/2023,S2EE,Lagelouze (swap AVIA),100.00%,12.5457,5600,6990,70255.92,87694.443
close,Pending Receivable,f.2023.073,Trade,4/18/2023,9/30/2023,9/30/2023,9/11/2023,S2EE,Lagelouze (swap AVIA),100.00%,0.2325,5600,6990,1302,1625.175
close,Pending Receivable,f.2023.073,Trade,4/18/2023,9/30/2023,9/30/2023,9/11/2023,S2EE,Lagelouze (swap AVIA),100.00%,0.7533,5600,6990,4218.48,5265.567
close,Pending Receivable,f.2023.073,Trade,4/18/2023,9/30/2023,9/30/2023,8/21/2023,S2EE,Lagelouze (swap AVIA),100.00%,8.3979,5600,6990,47028.24,58701.321
close,Pending Receivable,f.2023.073,Trade,4/18/2023,9/30/2023,9/30/2023,8/21/2023,S2EE,Lagelouze (swap AVIA),100.00%,33.7125,5956.441379,6990,200806.53,235650.375
close,Pending Receivable,f.2023.073,Trade,4/18/2023,9/30/2023,9/30/2023,7/28/2023,S2EE,Lagelouze (swap AVIA),100.00%,30.783,5838.187311,6990,179716.92,215173.17
close,Pending Receivable,f.2023.073,Trade,10/31/2023,9/30/2023,9/30/2023,9/11/2023,S2EE,Lagelouze (swap AVIA),100.00%,3.4503,5600,6990,19321.68,24117.597
close,Pending Receivable,f.2023.073,Trade,10/31/2023,9/30/2023,9/30/2023,9/11/2023,S2EE,Lagelouze (swap AVIA),100.00%,0.279,5600,6990,1562.4,1950.21
close,COMPLETED,f.2023.073,Trade,4/18/2023,9/30/2023,9/30/2023,6/1/2023,Installors : S2EE (ENR PRO) (vente secondaire),Lagelouze,100.00%,7.8492,5600,6990,43955.52,54865.908
close,Pending Payable,f.2023.073,Trade,4/18/2023,9/30/2023,12/31/2023,11/30/2023,Installors : S2EE (ENR PRO) (Swap TotalEnergies),Lagelouze,100.00%,-0.186,5600,6990,-1041.6,-1300.14
close,COMPLETED,f.2023.073,Trade,4/18/2023,9/30/2023,9/30/2023,6/1/2023,Installors : S2EE (ENR PRO) (vente secondaire),Lagelouze,100.00%,10.9089,5600,6990,61089.84,76253.211
close,COMPLETED,f.2023.075,Trade,4/24/2023,6/30/2023,6/30/2023,8/3/2023,Enens,Total Marketing France,100.00%,300,7250,7380,2175000,2214000
close,COMPLETED,f.2023.075,Trade,4/24/2023,6/30/2023,6/30/2023,8/16/2023,Enens,Total Marketing France,100.00%,50,7250,7380,362500,369000
close,COMPLETED,f.2023.075,Trade,4/24/2023,6/30/2023,6/30/2023,7/11/2023,Enens,Total Marketing France,100.00%,200,7250,7380,1450000,1476000
close,COMPLETED,f.2023.076,Trade,4/25/2023,6/23/2023,6/23/2023,5/26/2023,Loris ENR,Thevenin Ducrot (Avia),50.00%,300,7350,7400,2205000,2220000
close,COMPLETED,f.2023.076,Trade,4/25/2023,6/30/2023,6/30/2023,6/13/2023,Hellio Solutions,Thevenin Ducrot (Avia),50.00%,200,7350,7400,1470000,1480000
close,Pending Receivable,f.2023.077,Broker,4/26/2023,12/30/2023,12/30/2023,12/18/2023,Renoven,Ynergie,50.00%,25,6500,6600,162500,165000
close,Pending Receivable,f.2023.077,Broker,4/26/2023,12/30/2023,12/30/2023,12/18/2023,Renoven,Ynergie,50.00%,25,6500,6600,162500,165000
close,Pending Receivable,f.2023.077,Broker,12/18/2023,12/30/2023,12/30/2023,12/18/2023,Renoven,Ynergie,50.00%,31.25,6500,6600,203125,206250
close,Pending Receivable,f.2023.077,Broker,12/18/2023,12/30/2023,12/30/2023,12/18/2023,Renoven,Ynergie,50.00%,54.86,6500,6600,356590,362076
close,COMPLETED,f.2023.079,Trade,4/28/2023,1/1/2024,1/1/2024,1/4/2024,Lagelouze,Total Marketing France,50.00%,200,7460,7520,1492000,1504000
close,Pending Receivable,f.2023.079,Broker,4/28/2023,12/15/2023,1/30/2024,1/31/2024,Green Yellow,Lagelouze,50.00%,200,7410,7420,1482000,1484000
close,Pending Receivable,f.2023.082,Broker,5/2/2023,6/30/2023,6/30/2023,6/8/2023,EDS Energies,Cabinet Arès,50.00%,65.5242,7310,7340,478981.902,480947.628
close,Pending Receivable,f.2023.083,Broker,5/2/2023,5/25/2023,6/30/2023,7/31/2023,Hellio Solutions,Cabinet Arès,50.00%,70,7350,7360,514500,515200
close,COMPLETED,f.2023.085,Trade,10/10/2023,3/27/2024,3/27/2024,9/11/2023,EnergyWan (Carbone Group),Lagelouze (swap AVIA),100.00%,9.486,90,0,853.74,0
close,COMPLETED,f.2023.085,Trade,12/31/2024,3/27/2024,3/27/2024,9/11/2023,EnergyWan (Carbone Group),Lagelouze (swap AVIA),100.00%,-9.486,90,0,-853.74,0
close,Pending Receivable,f.2023.085,Trade,10/10/2023,3/27/2024,3/27/2024,10/1/2023,Carbone Group,Lagelouze (swap AVIA),100.00%,9.486,6500,6990,61659,66307.14
close,COMPLETED,f.2023.085,Trade,5/4/2023,6/4/2023,6/4/2023,8/16/2023,Installors (sold) (Carbone Group),Lagelouze,100.00%,0.7012,6490,6990,4550.788,4901.388
close,COMPLETED,f.2023.085,Trade,10/10/2023,3/27/2024,3/27/2024,8/16/2023,Installors (sold) (Carbone Group),Lagelouze,100.00%,22.1036,6490,6990,143452.364,154504.164
close,COMPLETED,f.2023.086,Trade,5/4/2023,1/2/2024,1/2/2024,2/1/2024,Loris ENR,Auchan Energies,100.00%,250,7700,7780,1925000,1945000
close,COMPLETED,f.2023.086,Trade,5/4/2023,1/2/2024,6/30/2024,6/6/2024,EBS Energie,Auchan Energies,100.00%,250,7700,7780,1925000,1945000
close,COMPLETED,f.2023.087,Trade,5/5/2023,7/1/2023,7/1/2023,8/7/2023,Primeo Energie Grands Comptes,Teksial,100.00%,140,7220,7370,1010800,1031800
close,Pending Payable,f.2023.088,Trade,5/5/2023,12/31/2023,4/30/2024,4/3/2024,Techni Toit Isolation,Lagelouze,100.00%,0.3934,6000,6990,2360.4,2749.866
close,Pending Payable & receivable,f.2023.088,Trade,5/5/2023,12/31/2023,12/31/2023,9/5/2023,Techni Toit Isolation,Lagelouze,100.00%,0.194,6000,6990,1164,1356.06
close,Pending Payable,f.2023.088,Trade,4/24/2024,12/31/2023,4/30/2024,9/5/2023,Techni Toit Isolation,Lagelouze,100.00%,0.194,6000,6990,1164,1356.06
close,Pending Receivable,f.2023.088,Trade,5/5/2023,12/31/2023,4/30/2024,1/30/2024,Techni Toit Isolation,Lagelouze (swap AVIA),100.00%,0.0164,6000,6990,98.4,114.636
close,Pending Receivable,f.2023.088,Trade,5/5/2023,12/31/2023,4/30/2024,1/30/2024,Techni Toit Isolation,Lagelouze (swap AVIA),100.00%,0.0082,6000,6990,49.2,57.318
open,Pending Delivery,f.2023.088,Trade,5/5/2023,12/31/2023,1/15/2025,Not Delivered,Techni Toit Isolation,Lagelouze,100.00%,0.3934,6000,6990,2360.4,2749.866
close,COMPLETED,f.2023.090,Trade,3/24/2023,5/31/2023,6/30/2023,5/2/2023,Ardenne Métropole,Teksial,50.00%,1.170086,6200,7380,7254.5332,8635.23468
close,Pending Payable,f.2023.090,Trade,5/3/2023,12/31/2023,12/31/2023,9/8/2023,Commune de Mathay,Teksial,100.00%,0.6138,6800,7380,4173.84,4529.844
close,COMPLETED,f.2023.090,Trade,5/10/2023,6/30/2023,6/30/2023,9/1/2023,Syndicat Départemental d'Energies du Morbihan,Teksial,100.00%,18.348376,7300,7380,133943.1448,135411.0149
close,COMPLETED,f.2023.090,Trade,5/23/2023,6/30/2023,6/30/2023,8/1/2023,FDE80,Teksial,50.00%,49.337611,6400,7380,315760.7104,364111.5692
close,Pending Receivable,f.2023.095,Trade,10/31/2023,12/30/2023,12/30/2023,9/25/2023,Renovabat (vente secondaire),Lagelouze (swap EDE),100.00%,32.43122,6700,6990,217289.174,226694.2278
close,Pending Receivable,f.2023.095,Trade,10/31/2023,12/30/2023,12/30/2023,9/5/2023,Renovabat (vente secondaire),Lagelouze (swap EDE),100.00%,13.753,6700,6990,92145.1,96133.47
close,Pending Receivable,f.2023.095,Trade,5/9/2023,12/30/2023,12/30/2023,7/24/2023,Levbat (vente secondaire),Lagelouze (swap AVIA),100.00%,4.3186,6700,6990,28934.62,30187.014
close,Pending Receivable,f.2023.095,Trade,5/9/2023,12/30/2023,12/30/2023,9/11/2023,Levbat,Lagelouze (swap AVIA),50.00%,2.0345,6700,6990,13631.15,14221.155
close,COMPLETED,f.2023.095,Trade,5/9/2023,12/30/2023,12/30/2023,12/7/2023,Installors : Renovabat (vente secondaire),Lagelouze,100.00%,8.5,6700,6990,56950,59415
close,Pending Payable,f.2023.095,Trade,5/9/2023,12/30/2023,12/30/2023,12/7/2023,Installors (sold),Lagelouze,100.00%,2.0345,6351.853413,6990,12922.84577,14221.155
close,Pending Payable,f.2023.095,Trade,5/9/2023,12/30/2023,4/1/2024,3/7/2024,Levbat (vente secondaire),Lagelouze,100.00%,1.2444,6700,6990,8337.48,8698.356
close,Pending Receivable,f.2023.095,Trade,5/9/2023,12/30/2023,4/1/2024,2/13/2024,Levbat,Lagelouze (swap AVIA),50.00%,0.4397,6700,6990,2945.99,3073.503
close,Pending Receivable,f.2023.095,Trade,5/9/2023,12/30/2023,4/1/2024,2/13/2024,Levbat,Lagelouze (swap AVIA),50.00%,5.388,6700,6990,36099.6,37662.12
close,COMPLETED,f.2023.095,Trade,9/11/2023,12/30/2023,12/30/2023,12/7/2023,Installors : Renovabat (vente secondaire),Lagelouze,100.00%,5.253,6700,6990,35195.1,36718.47
close,Pending Receivable,f.2023.095,Trade,5/9/2023,12/30/2023,4/1/2024,2/13/2024,Levbat,Lagelouze (swap AVIA),50.00%,1.19184,6700,6990,7985.328,8330.9616
close,Pending Receivable,f.2023.095,Trade,5/9/2023,12/30/2023,4/1/2024,2/13/2024,Levbat,Lagelouze (swap AVIA),50.00%,2.41918,6900,6990,16692.342,16910.0682
close,Pending Receivable,f.2023.096,Trade,5/16/2023,12/20/2023,12/20/2023,7/24/2023,Greenta (Pel-Iso) (vente secondaire),Lagelouze (swap AVIA),100.00%,22.2637,6600,6990,146940.42,155623.263
close,Pending Receivable,f.2023.096,Trade,5/16/2023,12/20/2023,12/20/2023,7/24/2023,Greenta (Pel-Iso) (vente secondaire),Lagelouze (swap AVIA),100.00%,85,6600,6990,561000,594150
close,Pending Receivable,f.2023.096,Trade,9/7/2023,12/20/2023,12/20/2023,7/24/2023,Greenta (Pel-Iso) (vente secondaire),Lagelouze (swap AVIA),100.00%,60.4342,6600,6990,398865.72,422435.058
close,COMPLETED,f.2023.099,Trade,5/24/2023,6/20/2023,6/20/2023,6/26/2023,GEG,Thevenin Ducrot (Avia),50.00%,100,7260,7320,726000,732000
close,Pending Receivable,f.2023.099,Broker,5/23/2023,12/15/2023,12/15/2023,11/17/2023,OAAN Consulting,GEG,100.00%,100,7350,7350,735000,735000
open,Pending Delivery,f.2023.100,Broker,5/24/2023,10/15/2024,1/15/2025,Not Delivered,ENERGY SOLUTIONS,EQINOV,50.00%,25.5,500,700,12750,17850
open,Pending Delivery,f.2023.100,Broker,5/24/2023,10/15/2025,10/15/2025,Not Delivered,ENERGY SOLUTIONS,EQINOV,50.00%,25.5,500,650,12750,16575
close,COMPLETED,f.2023.101,Trade,5/25/2023,6/25/2023,6/25/2023,7/5/2023,S3M,Thevenin Ducrot (Avia),50.00%,47.5186494,7300,7400,346886.1406,351638.0056
close,COMPLETED,f.2023.101,Trade,5/25/2023,6/25/2023,6/25/2023,7/5/2023,S3M,Thevenin Ducrot (Avia),50.00%,110.8768486,7300,7400,809400.9948,820488.6796
close,COMPLETED,f.2023.101,Trade,5/25/2023,6/25/2023,6/25/2023,7/4/2023,Brunier,Thevenin Ducrot (Avia),50.00%,57.8583429,7300,7400,422365.9032,428151.7375
close,COMPLETED,f.2023.101,Trade,5/25/2023,6/25/2023,6/25/2023,7/4/2023,Brunier,Thevenin Ducrot (Avia),50.00%,135.0028001,7300,7400,985520.4407,999020.7207
close,COMPLETED,f.2023.102,Trade,5/30/2023,6/30/2023,6/30/2023,7/24/2023,Bois Energie Renouvelable,Teksial,100.00%,11.2,6100,7400,68320,82880
close,Pending Receivable,f.2023.102,Trade,5/30/2023,6/30/2023,6/30/2023,8/2/2023,Bois Energie Renouvelable,Teksial,100.00%,0.07808,6100,0,476.288,0
open,Pending Delivery,f.2023.103,Broker,5/30/2023,12/30/2024,1/15/2025,Not Delivered,SOLHY,Ynergie,50.00%,17,6670,6840,113390,116280
open,Pending Delivery,f.2023.103,Broker,5/30/2023,12/30/2024,1/15/2025,Not Delivered,SOLHY,Ynergie,50.00%,17,6670,6850,113390,116450
close,Pending Receivable,f.2023.105,Trade,6/8/2023,4/30/2024,4/30/2024,7/24/2023,Service isolation de France ,Lagelouze (swap AVIA),100.00%,19.23,6500,6990,124995,134417.7
close,Pending Receivable,f.2023.105,Trade,6/8/2023,4/30/2024,4/30/2024,8/21/2023,Service isolation de France ,Lagelouze (swap AVIA),100.00%,4.6152,6500,6990,29998.8,32260.248
close,COMPLETED,f.2023.105,Trade,6/8/2023,4/30/2024,4/30/2024,6/29/2023,Installors : Service isolation de France ,Lagelouze,100.00%,7.692,6500,6990,49998,53767.08
close,COMPLETED,f.2023.105,Trade,6/8/2023,4/30/2024,4/30/2024,7/31/2023,Service isolation de France ,Lagelouze,100.00%,13.8456,6500,6990,89996.4,96780.744
close,COMPLETED,f.2023.105,Trade,6/8/2023,4/30/2024,4/30/2024,8/17/2023,Service isolation de France ,Lagelouze,100.00%,6.9228,6500,6990,44998.2,48390.372
close,Pending Payable & receivable,f.2023.105,Trade,12/31/2023,4/30/2024,6/30/2024,4/30/2024,Service isolation de France ,Lagelouze,100.00%,3.0768,6500,6990,19999.2,21506.832
close,Pending Payable & receivable,f.2023.105,Trade,12/31/2023,4/30/2024,6/30/2024,4/30/2024,Service isolation de France ,Lagelouze,100.00%,4.6152,6500,6990,29998.8,32260.248
close,COMPLETED,f.2023.107,Trade,6/8/2023,7/31/2023,6/30/2023,8/4/2023,Métropole de Lyon,Teksial,100.00%,28.020555,7320,7330,205110.4626,205390.6682
close,COMPLETED,f.2023.112,Trade,6/13/2023,9/25/2023,9/25/2023,10/30/2023,Enens,Total Marketing France,100.00%,150,7180,7200,1077000,1080000
close,COMPLETED,f.2023.112,Trade,6/13/2023,9/25/2023,9/25/2023,8/16/2023,Enens,Total Marketing France,100.00%,100,7180,7200,718000,720000
close,Pending Receivable,f.2023.113,Broker,6/14/2023,7/31/2023,12/31/2023,12/1/2023,OAAN Consulting,ESSO,100.00%,117.559095,7330,7350,861708.1664,864059.3483
close,Pending Receivable,f.2023.113,Broker,6/14/2023,7/31/2023,12/31/2023,12/1/2023,OAAN Consulting,ESSO,100.00%,107.8683,7330,7350,790674.639,792832.005
close,Pending Receivable,f.2023.113,Broker,6/14/2023,7/31/2023,12/31/2023,12/19/2023,OAAN Consulting,ESSO,100.00%,137,7330,7350,1004210,1006950
close,Pending Receivable,f.2023.113,Broker,6/14/2023,7/31/2023,6/30/2024,6/11/2024,OAAN Consulting,ESSO,100.00%,517.422752,7300,7330,3777186.09,3792708.772
close,Pending Receivable,f.2023.113,Broker,6/14/2023,7/31/2023,9/30/2024,8/26/2024,OAAN Consulting,ESSO,100.00%,18.752612,7300,7330,136894.0676,137456.646
close,Pending Receivable,f.2023.113,Broker,6/14/2023,7/31/2023,9/30/2024,8/26/2024,OAAN Consulting,ESSO,100.00%,163.824636,7300,7330,1195919.843,1200834.582
close,Pending Receivable,f.2023.113,Broker,6/14/2023,7/31/2023,6/30/2024,6/13/2024,OAAN Consulting,ESSO,100.00%,154.995357,7330,7350,1136115.967,1139215.874
close,Pending Receivable,f.2023.113,Broker,6/14/2023,7/31/2023,7/30/2024,7/26/2024,OAAN Consulting,ESSO,100.00%,163.824636,7330,7350,1200834.582,1204111.075
open,Pending Contract,f.2023.113,Broker,6/14/2023,7/31/2023,1/15/2025,Not Delivered,OAAN Consulting,ESSO,100.00%,18.752612,7330,7350,137456.646,137831.6982
close,COMPLETED,f.2023.114,Trade,6/15/2023,6/25/2023,6/25/2023,6/26/2023,Lagelouze,Sonergia,50.00%,30,6990,7600,209700,228000
close,COMPLETED,f.2023.114,Trade,6/15/2023,6/25/2023,6/25/2023,6/26/2023,Lagelouze,Sonergia,50.00%,70,7250,7600,507500,532000
close,COMPLETED,f.2023.116,Trade,6/21/2023,6/30/2023,6/30/2023,7/7/2023,Enens,Total Marketing France,100.00%,100,7420,7500,742000,750000
close,Pending Receivable,f.2023.120,Trade,12/11/2023,12/15/2023,12/15/2023,12/15/2023,STX Commodities,Sonergia,33.33%,2.732751,9100,8550,24868.0341,23365.02105
close,Pending Receivable,f.2023.125,Trade,6/27/2023,6/14/2024,6/14/2024,9/11/2023,Furqan,Lagelouze (swap AVIA),100.00%,15.96496,6550,6990,104570.488,111595.0704
close,Pending Receivable,f.2023.125,Trade,6/27/2023,6/14/2024,6/14/2024,9/11/2023,Furqan,Lagelouze (swap AVIA),100.00%,0.364364,6550.02,6990,2386.591487,2546.90436
close,Pending Receivable,f.2023.125,Trade,6/27/2023,6/14/2024,6/14/2024,7/28/2023,Furqan,Lagelouze (swap AVIA),100.00%,29.724007,6550,6990,194692.2459,207770.8089
close,Pending Payable & receivable,f.2023.129,Trade,6/15/2023,6/15/2024,6/15/2024,1/31/2024,Eco-Consortium,Thevenin Ducrot (Avia),50.00%,0.3999,6500,7750,2599.35,3099.225
close,Pending Payable,f.2023.129,Trade,6/15/2023,6/15/2024,6/15/2024,1/31/2024,Eco-Consortium,Thevenin Ducrot (Avia),50.00%,0.3162,6500,7750,2055.3,2450.55
close,Pending Payable & receivable,f.2023.129,Trade,6/15/2023,6/15/2024,6/15/2024,1/31/2024,Eco-Consortium,Thevenin Ducrot (Avia),100.00%,0,6500,6990,0,0
close,COMPLETED,f.2023.129,Trade,6/15/2023,6/15/2024,6/15/2024,1/31/2024,Eco-Consortium,Thevenin Ducrot (Avia),50.00%,0.3999,6500,7750,2599.35,3099.225
close,COMPLETED,f.2023.129,Trade,6/15/2023,6/15/2024,6/15/2024,1/31/2024,Eco-Consortium,Thevenin Ducrot (Avia),50.00%,0.3162,6500,7750,2055.3,2450.55
close,COMPLETED,f.2023.130,Trade,12/18/2023,3/31/2024,3/31/2024,3/26/2024,Green Yellow,Bolloré Energy,50.00%,50,7716.6,7790,385830,389500
close,COMPLETED,f.2023.130,Trade,12/18/2023,3/31/2024,3/31/2024,3/26/2024,Green Yellow,Bolloré Energy,50.00%,100,7716.6,7790,771660,779000
close,COMPLETED,f.2023.131,Trade,6/30/2023,12/15/2023,12/15/2023,8/29/2023,Enens,Total Marketing France,100.00%,300,7600,7650,2280000,2295000
close,COMPLETED,f.2023.131,Trade,6/30/2023,12/15/2023,12/15/2023,12/7/2023,Enens,Total Marketing France,100.00%,10.074646,7600,7650,76567.3096,77071.0419
close,COMPLETED,f.2023.131,Trade,6/30/2023,12/15/2023,12/15/2023,12/7/2023,Enens,Total Marketing France,100.00%,189.925354,7600,7650,1443432.69,1452928.958
close,COMPLETED,f.2023.132,Trade,6/30/2023,12/1/2023,1/1/2024,1/4/2024,Teksial,Auchan Energies,100.00%,65.5242,7550,7590,494707.71,497328.678
close,COMPLETED,f.2023.132,Trade,6/30/2023,1/1/2024,5/30/2024,4/30/2024,EDS Energies,Auchan Energies,100.00%,100,7510,7590,751000,759000
close,COMPLETED,f.2023.133,Trade,6/29/2023,6/29/2023,6/29/2023,6/29/2023,Installors : Isodoc,Lagelouze,100.00%,0.8428,5300,6990,4466.84,5891.172
close,COMPLETED,f.2023.133,Trade,6/29/2023,6/29/2023,6/29/2023,6/29/2023,Installors : Initiativ'Energie,Lagelouze,100.00%,0.35792,6500,6990,2326.48,2501.8608
close,Pending Payable,f.2023.133,Trade,6/29/2023,6/29/2023,6/29/2023,6/29/2023,Installors : Safe Eco (vente secondaire),Lagelouze,100.00%,-0.0203,6300,6990,-127.89,-141.897
close,COMPLETED,f.2023.133,Trade,6/29/2023,6/29/2023,6/29/2023,6/29/2023,Installors : Safe Eco (vente secondaire),Lagelouze,100.00%,9.84142,6300,6990,62000.946,68791.5258
close,COMPLETED,f.2023.133,Trade,6/29/2023,6/29/2023,6/29/2023,6/29/2023,Installors : Ventil Pur Habitat,Lagelouze,100.00%,0.05056,5500,6990,278.08,353.4144
close,COMPLETED,f.2023.134,Trade,7/4/2023,7/25/2023,7/25/2023,9/8/2023,Cabinet Ares,Teksial,100.00%,10.475745,7640,7770,80034.6918,81396.53865
close,Pending Payable,f.2023.137,Trade,4/18/2023,9/30/2023,9/30/2023,8/7/2023,S2EE (ENR PRO) (vente secondaire),Thevenin Ducrot (Avia),100.00%,33.7125,6990,7250,235650.375,244415.625
close,Pending Payable,f.2023.137,Trade,4/18/2023,9/30/2023,9/30/2023,8/7/2023,S2EE (ENR PRO) (vente secondaire),Thevenin Ducrot (Avia),100.00%,30.783,6990,7250,215173.17,223176.75
close,Pending Payable,f.2023.137,Trade,5/9/2023,12/30/2023,12/30/2023,9/8/2023,Levbat (vente secondaire),Thevenin Ducrot (Avia),100.00%,4.5877,6990,7250,32068.023,33260.825
close,Pending Payable,f.2023.137,Trade,7/7/2023,12/31/2023,12/31/2023,8/21/2023,Service isolation de France ,Thevenin Ducrot (Avia),33.33%,19.23,6990,7250,134417.7,139417.5
close,Pending Payable,f.2023.137,Trade,7/7/2023,12/31/2023,12/31/2023,8/7/2023,Greenta (Pel-Iso) (vente secondaire),Thevenin Ducrot (Avia),33.33%,167.6979,6990,7250,1172208.321,1215809.775
close,Pending Payable,f.2023.137,Trade,7/7/2023,12/31/2023,12/31/2023,8/7/2023,Service isolation de France ,Thevenin Ducrot (Avia),33.33%,4.6152,6990,7250,32260.248,33460.2
close,Pending Payable,f.2023.137,Trade,7/7/2023,12/31/2023,12/31/2023,8/7/2023,Furqan,Thevenin Ducrot (Avia),33.33%,29.724007,6990,7250,207770.8089,215499.0508
close,Pending Payable,f.2023.137,Trade,7/24/2023,3/28/2023,3/28/2023,8/7/2023,Installors,Thevenin Ducrot (Avia),50.00%,-0.7692,0,7250,0,-5576.7
close,Pending Payable,f.2023.137,Trade,9/8/2023,12/31/2023,12/31/2023,8/7/2023,IDF Fermeture (vente secondaire),Thevenin Ducrot (Avia),100.00%,1.5384,6990,7250,10753.416,11153.4
close,Pending Payable,f.2023.137,Trade,9/8/2023,9/30/2023,9/30/2023,8/7/2023,S2EE (ENR PRO) (vente secondaire),Thevenin Ducrot (Avia),100.00%,8.3979,6990,7250,58701.321,60884.775
close,COMPLETED,f.2023.137,Trade,9/11/2023,9/30/2023,9/30/2023,7/24/2023,Renovabat (vente secondaire),Thevenin Ducrot (Avia),50.00%,17.9519,6700,7250,120277.73,130151.275
close,COMPLETED,f.2023.137,Trade,9/11/2023,9/30/2023,9/30/2023,7/24/2023,Renovabat (vente secondaire),Thevenin Ducrot (Avia),50.00%,7.9987,6700,7250,53591.29,57990.575
close,COMPLETED,f.2023.137,Trade,9/11/2023,9/30/2023,9/30/2023,8/7/2023,Renovabat (vente secondaire),Thevenin Ducrot (Avia),50.00%,10.8502,6700,7250,72696.34,78663.95
close,COMPLETED,f.2023.137,Trade,9/11/2023,9/30/2023,9/30/2023,8/7/2023,Installors,Thevenin Ducrot (Avia),50.00%,-2.6505,0,7250,0,-19216.125
close,COMPLETED,f.2023.137,Trade,12/7/2023,12/31/2023,12/31/2023,12/6/2023,Lagelouze,Thevenin Ducrot (Avia),100.00%,62.3084,6990,7250,435535.716,451735.9
close,Pending Receivable,f.2023.138,Trade,9/20/2023,12/20/2023,12/20/2023,9/11/2023,Greenta (Pel-Iso) (vente secondaire),Lagelouze (swap AVIA),100.00%,24.003,6800,6990,163220.4,167780.97
close,Pending Receivable,f.2023.138,Trade,9/20/2023,12/20/2023,12/20/2023,9/11/2023,Greenta (Pel-Iso) (vente secondaire),Lagelouze (swap AVIA),100.00%,40.5028,6800,6990,275419.04,283114.572
